,Survived,Pclass,SibSp,Parch,Sex_cat,Embarked_cat,Title_cat,Is_Alone,Fare_min_max,Age_norm
764,0,3,0,0,1,2,2,1,0.015185524954619091,-0.9429520391568896
765,1,1,1,0,0,2,3,0,0.15216754825991058,1.5368791057650792
766,0,1,0,0,1,0,4,1,0.07729393164561903,0.5449466477962916
767,0,3,0,0,0,1,1,1,0.015126968945796652,0.0844065780250689
768,0,3,1,0,1,1,2,0,0.047137587102063117,-0.32391100398928385
769,0,3,0,0,1,2,2,1,0.016317607791852904,0.19068505566458185
770,0,3,0,0,1,2,2,1,0.018542736127105573,-0.3761334917461539
771,0,3,0,0,1,2,2,1,0.015322155641871447,1.3243221504860534
772,0,2,0,0,0,2,3,1,0.02049460308785353,1.961993016323131
773,0,3,0,0,1,0,2,1,0.014111998126207717,-0.38598478959787413
774,1,2,1,3,0,2,3,0,0.04489294009720297,1.749436061044105
775,0,3,0,0,1,2,2,1,0.015126968945796652,-0.8012474023042057
776,0,3,0,0,1,1,2,1,0.015126968945796652,0.5692391282482325
777,1,3,0,0,0,2,1,1,0.02435929967013448,-1.7223275418466513
778,0,3,0,0,1,1,2,1,0.015107450276189174,-1.520393006548019
779,1,1,0,1,0,2,3,0,0.4125075634844729,0.9700605583543435
780,1,3,0,0,0,0,1,1,0.014111998126207717,-1.1555089944359156
781,1,1,1,0,0,2,3,0,0.11125641676263344,-0.8720997207305476
782,0,1,0,0,1,2,2,1,0.05855600882243865,-0.021871899614444048
783,0,3,1,2,1,2,2,0,0.045771280229539545,0.4176156904144939
784,0,3,0,0,1,2,2,1,0.013760662073273084,-0.3052811733198119
785,0,3,0,0,1,2,2,1,0.014151035465422675,-0.3052811733198119
786,1,3,0,0,0,2,1,1,0.014639002205609663,-0.8012474023042057
787,0,3,4,1,1,1,0,0,0.056857884566587934,-1.5097705865676254
788,1,3,1,2,1,2,0,0,0.04016942205219291,-2.005736815552019
789,0,1,0,0,1,0,2,1,0.15458786329123805,1.1826175136333694
790,0,3,0,0,1,1,2,1,0.015126968945796652,0.5261797561509164
791,0,2,0,0,1,2,2,1,0.05074854097944684,-0.9429520391568896
792,0,3,8,2,0,2,1,0,0.13575234712002027,0.026247748607497203
793,0,1,0,0,1,0,2,1,0.059922315694962223,0.5449466477962916
794,0,3,0,0,1,2,2,1,0.015419748989908846,-0.3052811733198119
795,0,2,0,0,1,2,2,1,0.02537427048972342,0.6866512846489756
796,1,1,0,0,0,2,4,1,0.05061191029219448,1.3951744689123953
797,1,3,0,0,0,2,3,1,0.01694220521929225,0.11983273723823988
798,0,3,0,0,1,0,2,1,0.014111998126207717,0.04898041881189792
799,0,3,1,1,0,2,3,0,0.047137587102063117,0.04898041881189792
800,0,2,0,0,1,2,2,1,0.02537427048972342,0.3323896925172658
801,1,2,1,1,0,2,3,0,0.051236507719633825,0.11983273723823988
802,1,1,1,2,1,2,0,0,0.2342240352897546,-1.2972136312885993
803,1,3,0,1,1,0,0,0,0.016629906505572577,-2.0468311602392975
804,1,3,0,0,1,2,2,1,0.013624031386020728,-0.16357653646712797
805,0,3,0,0,1,2,2,1,0.015185524954619091,0.11983273723823988
806,0,1,0,0,1,2,2,1,0.0,0.6866512846489756
807,0,3,0,0,0,2,1,1,0.015185524954619091,-0.8012474023042057
808,0,2,0,0,1,2,2,1,0.02537427048972342,0.6866512846489756
809,1,1,1,0,0,2,3,0,0.10364413561571642,0.2615373740909238
810,0,3,0,0,1,2,2,1,0.015400230320301366,-0.23442885489346996
811,0,3,0,0,1,2,2,1,0.047137587102063117,0.6866512846489756
812,0,2,0,0,1,2,2,1,0.02049460308785353,0.40324201094360773
813,0,3,4,2,0,2,1,0,0.06105439853219604,-1.6514752234203092
814,0,3,0,0,1,2,2,1,0.01571252903402104,0.0844065780250689
815,0,1,0,0,1,2,2,1,0.0,0.5449466477962916
816,0,3,0,0,0,2,1,1,0.015478304998731283,-0.44698581017249583
817,0,2,1,1,1,0,2,0,0.07221907754767434,0.11983273723823988
818,0,3,0,0,1,2,2,1,0.012589541896824312,0.9700605583543435
819,0,3,3,2,1,2,0,0,0.05445708820486795,-1.3680659497149414
820,1,1,1,1,0,2,3,0,0.18249956082993382,1.6077314241914211
821,1,3,0,0,1,2,2,1,0.016903167880077292,-0.16357653646712797
822,0,1,0,0,1,2,4,1,0.0,0.6157989662226336
823,1,3,0,1,0,2,3,0,0.02435929967013448,-0.16357653646712797
824,0,3,4,1,1,2,0,0,0.07746959967208633,-1.9348844971256771
825,0,3,0,0,1,1,2,1,0.013565475377198289,-1.4255015997919216
826,0,3,0,0,1,2,2,1,0.11028048328225946,0.422291630263385
827,1,2,0,2,1,0,0,0,0.07221907754767434,-2.005736815552019
828,1,3,0,0,1,1,2,1,0.015126968945796652,-0.8425459972209508
829,1,1,0,0,0,2,3,1,0.1561493568598364,2.316254608454841
830,1,3,1,0,0,0,3,0,0.02820447758280795,-1.0138043575832316
831,1,2,1,1,1,2,0,0,0.03659750551402416,-2.017781709684497
832,0,3,0,0,1,0,2,1,0.014111998126207717,-0.6486210562798509
833,0,3,0,0,1,2,2,1,0.015322155641871447,-0.44698581017249583
834,0,3,0,0,1,2,2,1,0.01620049577420803,-0.8012474023042057
835,1,1,1,1,0,0,1,0,0.16231725645579995,0.6866512846489756
836,0,3,0,0,1,2,2,1,0.016903167880077292,-0.5886904470251798
837,0,3,0,0,1,2,2,1,0.01571252903402104,0.7142585313025456
838,1,3,0,0,1,2,2,1,0.11028048328225946,0.19068505566458185
839,1,1,0,0,1,0,2,1,0.05797044873421427,0.5449466477962916
840,0,3,0,0,1,2,2,1,0.015478304998731283,-0.6595427654515218
841,0,2,0,0,1,2,2,1,0.02049460308785353,-0.9429520391568896
842,1,1,0,0,0,0,1,1,0.06050787578318661,0.04898041881189792
843,0,3,0,0,1,0,2,1,0.012570023227216832,0.3678158517304368
844,0,3,0,0,1,2,2,1,0.016903167880077292,-0.8720997207305476
845,0,3,0,0,1,2,2,1,0.01473659555364706,0.8992082399280015
846,0,3,8,2,1,2,2,0,0.13575234712002027,0.7330881931423839
847,0,3,0,0,1,0,2,1,0.015419748989908846,0.40324201094360773
848,0,2,0,1,1,2,4,0,0.06441160970468252,-0.09272421804078601
849,1,1,1,0,0,0,3,0,0.17391134620264279,0.5449466477962916
850,0,3,4,2,1,2,0,0,0.06105439853219604,-1.7931798602729931
851,0,3,0,0,1,2,2,1,0.015185524954619091,3.166482429570945
852,0,3,1,1,0,0,1,0,0.029765971151406317,-1.4389182681412833
853,1,1,0,1,0,2,1,0,0.07690355825346944,-0.9429520391568896
854,0,2,1,0,0,2,3,0,0.05074854097944684,1.0409128767806854
855,1,3,0,1,0,2,3,0,0.01824995608299338,-0.8012474023042057
856,1,1,1,1,0,2,3,0,0.3218043058185154,1.1117651952070273
857,1,1,0,0,1,2,2,1,0.05182206780785821,1.5368791057650792
858,1,3,0,3,0,0,3,0,0.03759295766400562,-0.3761334917461539
859,0,3,0,0,1,0,2,1,0.014111998126207717,-0.7611741890238428
860,0,3,2,0,1,2,2,0,0.027540842816153648,0.8283559215016596
861,0,2,1,0,1,2,2,0,0.022446470048601484,-0.5886904470251798
862,1,1,0,0,0,2,3,1,0.05061191029219448,1.3243221504860534
863,0,3,8,2,0,2,1,0,0.13575234712002027,-0.1984188052667633
864,0,2,0,0,1,2,2,1,0.02537427048972342,-0.3761334917461539
865,1,2,0,0,0,2,3,1,0.02537427048972342,0.8992082399280015
866,1,2,1,0,0,0,1,0,0.027052876075966657,-0.16357653646712797
867,0,1,0,0,1,2,2,1,0.09856928151777174,0.11983273723823988
868,0,3,0,0,1,2,2,1,0.018542736127105573,0.10017347835536454
869,1,3,1,1,1,2,0,0,0.021724279273124744,-1.7931798602729931
870,0,3,0,0,1,2,2,1,0.015419748989908846,-0.23442885489346996
871,1,1,1,1,0,2,3,0,0.10257060878730503,1.2534698320597113
872,0,1,0,0,1,2,2,1,0.009759334803739776,0.2615373740909238
873,0,3,0,0,1,2,2,1,0.017566802646731598,1.2534698320597113
874,1,2,1,0,0,0,3,0,0.046844807057950924,-0.09272421804078601
875,1,3,0,0,0,0,1,1,0.014111998126207717,-1.0138043575832316
876,0,3,0,0,1,2,2,1,0.01922588956336736,-0.6595427654515218
877,0,3,0,0,1,2,2,1,0.015419748989908846,-0.7303950838778637
878,0,3,0,0,1,2,2,1,0.015419748989908846,-0.16272711707096502
879,1,1,0,1,0,0,3,0,0.16231725645579995,1.891140697896789
880,1,2,0,1,0,2,3,0,0.05074854097944684,-0.3052811733198119
881,0,3,0,0,1,2,2,1,0.015419748989908846,0.2615373740909238
882,0,3,0,0,0,2,1,1,0.020533640427068487,-0.5178381285988378
883,0,2,0,0,1,2,2,1,0.02049460308785353,-0.09272421804078601
884,0,3,0,0,1,2,2,1,0.013760662073273084,-0.3052811733198119
885,0,3,0,5,0,1,3,0,0.056857884566587934,0.6866512846489756
886,0,2,0,0,1,2,4,1,0.02537427048972342,-0.16357653646712797
887,1,1,0,0,0,2,1,1,0.05855600882243865,-0.7303950838778637
888,0,3,1,2,0,2,1,0,0.045771280229539545,-0.06905359917687186
889,1,1,0,0,1,0,2,1,0.05855600882243865,-0.23442885489346996
890,0,3,0,0,1,1,2,1,0.015126968945796652,0.19068505566458185
